segment,q_index,combined_path_distance,mode,original_cm-1,symmetry_fixed_cm-1,delta_cm-1
2,60,2.31943500,13,415.875400,415.871200,-0.004200
2,60,2.31943500,14,425.130600,425.117500,-0.013100
2,60,2.31943500,15,425.191600,425.117600,-0.074000
2,60,2.31943500,16,484.781100,484.429000,-0.352100
2,60,2.31943500,17,510.275200,509.964800,-0.310400
2,60,2.31943500,18,538.804400,538.988300,0.183900
2,60,2.31943500,19,539.041900,538.988300,-0.053600
2,60,2.31943500,20,552.686500,552.635600,-0.050900
2,60,2.31943500,21,552.763000,552.635600,-0.127400
2,60,2.31943500,22,567.705300,567.733800,0.028500
2,60,2.31943500,23,603.751200,603.630400,-0.120800
2,60,2.31943500,24,603.886300,603.630400,-0.255900
2,60,2.31943500,25,605.754700,605.662700,-0.092000
2,60,2.31943500,26,661.508700,661.235500,-0.273200
2,60,2.31943500,27,715.003500,715.005200,0.001700
2,60,2.31943500,28,715.490900,715.005200,-0.485700
2,60,2.31943500,29,719.258600,718.999900,-0.258700
2,60,2.31943500,30,830.986800,831.041700,0.054900
2,61,2.34575000,1,4.428200,4.396000,-0.032200
2,61,2.34575000,2,9.301100,9.217800,-0.083300
2,61,2.34575000,3,15.027000,14.991700,-0.035300
2,61,2.34575000,4,283.027500,283.059600,0.032100
2,61,2.34575000,5,354.862900,354.716800,-0.146100
2,61,2.34575000,6,355.254000,354.938200,-0.315800
2,61,2.34575000,7,359.920800,360.022700,0.101900
2,61,2.34575000,8,362.282300,362.275900,-0.006400
2,61,2.34575000,9,368.523500,368.304900,-0.218600
2,61,2.34575000,10,391.089700,391.121300,0.031600
2,61,2.34575000,11,401.293600,401.179800,-0.113800
2,61,2.34575000,12,401.840700,401.796800,-0.043900
2,61,2.34575000,13,416.278400,416.392800,0.114400
2,61,2.34575000,14,425.099600,425.027100,-0.072500
2,61,2.34575000,15,425.279300,425.263700,-0.015600
2,61,2.34575000,16,456.265600,456.320200,0.054600
2,61,2.34575000,17,509.982400,509.676900,-0.305500
2,61,2.34575000,18,538.891700,539.017500,0.125800
2,61,2.34575000,19,552.243200,552.127000,-0.116200
2,61,2.34575000,20,552.303000,552.200400,-0.102600
2,61,2.34575000,21,554.297000,554.271300,-0.025700
2,61,2.34575000,22,567.478300,567.508300,0.030000
2,61,2.34575000,23,595.616800,595.466500,-0.150300
2,61,2.34575000,24,603.979400,603.744300,-0.235100
2,61,2.34575000,25,607.503300,607.438900,-0.064400
2,61,2.34575000,26,661.538500,661.276100,-0.262400
2,61,2.34575000,27,715.040800,715.012500,-0.028300
2,61,2.34575000,28,715.540800,715.066400,-0.474400
2,61,2.34575000,29,719.235600,718.973400,-0.262200
2,61,2.34575000,30,861.933800,861.881100,-0.052700
2,62,2.37206400,1,17.028500,16.953700,-0.074800
2,62,2.37206400,2,20.445700,20.332000,-0.113700
2,62,2.37206400,3,34.348900,34.287800,-0.061100
2,62,2.37206400,4,282.527000,282.558600,0.031600
2,62,2.37206400,5,354.093900,353.934900,-0.159000
2,62,2.37206400,6,355.002600,354.704800,-0.297800
2,62,2.37206400,7,359.248600,359.347400,0.098800
2,62,2.37206400,8,359.816400,359.817600,0.001200
2,62,2.37206400,9,368.353500,368.137600,-0.215900
2,62,2.37206400,10,392.225800,392.256400,0.030600
2,62,2.37206400,11,401.208800,401.055900,-0.152900
2,62,2.37206400,12,403.575300,403.514300,-0.061000
2,62,2.37206400,13,417.705100,417.835800,0.130700
2,62,2.37206400,14,424.836600,424.765900,-0.070700
2,62,2.37206400,15,425.738500,425.719100,-0.019400
2,62,2.37206400,16,456.559100,456.611600,0.052500
2,62,2.37206400,17,509.131000,508.838600,-0.292400
2,62,2.37206400,18,539.001600,539.085900,0.084300
2,62,2.37206400,19,551.023000,550.920500,-0.102500
2,62,2.37206400,20,551.613400,551.445200,-0.168200
2,62,2.37206400,21,555.401600,555.428900,0.027300
2,62,2.37206400,22,566.795800,566.828100,0.032300
2,62,2.37206400,23,592.066800,591.870200,-0.196600
2,62,2.37206400,24,604.310400,604.085300,-0.225100
2,62,2.37206400,25,610.878300,610.857400,-0.020900
2,62,2.37206400,26,661.623100,661.392200,-0.230900
2,62,2.37206400,27,715.136300,715.033100,-0.103200
2,62,2.37206400,28,715.709900,715.255100,-0.454800
2,62,2.37206400,29,719.168600,718.896300,-0.272300
2,62,2.37206400,30,861.582400,861.530200,-0.052200
2,63,2.39837900,1,26.193300,26.050800,-0.142500
2,63,2.39837900,2,31.959800,31.826600,-0.133200
2,63,2.39837900,3,52.588300,52.498000,-0.090300
2,63,2.39837900,4,281.700800,281.731300,0.030500
2,63,2.39837900,5,352.820100,352.673100,-0.147000
2,63,2.39837900,6,353.769100,353.561100,-0.208000
2,63,2.39837900,7,357.261900,357.187400,-0.074500
2,63,2.39837900,8,358.177400,358.256700,0.079300
2,63,2.39837900,9,368.068300,367.856500,-0.211800
2,63,2.39837900,10,393.266200,393.298300,0.032100
2,63,2.39837900,11,401.248400,401.048600,-0.199800
2,63,2.39837900,12,406.515500,406.422900,-0.092600
2,63,2.39837900,13,419.772000,419.917000,0.145000
2,63,2.39837900,14,424.443100,424.380600,-0.062500
2,63,2.39837900,15,426.560400,426.534400,-0.026000
2,63,2.39837900,16,457.060100,457.109200,0.049100
2,63,2.39837900,17,507.792900,507.518400,-0.274500
2,63,2.39837900,18,539.121500,539.144500,0.023000
2,63,2.39837900,19,548.987100,548.868900,-0.118200
2,63,2.39837900,20,551.045100,550.844900,-0.200200
2,63,2.39837900,21,556.728000,556.802400,0.074400
2,63,2.39837900,22,565.649900,565.684900,0.035000
2,63,2.39837900,23,588.077500,587.836700,-0.240800
2,63,2.39837900,24,604.860100,604.651100,-0.209000
2,63,2.39837900,25,614.525900,614.546300,0.020400
2,63,2.39837900,26,661.747700,661.567300,-0.180400
2,63,2.39837900,27,715.254500,715.062800,-0.191700
2,63,2.39837900,28,716.042200,715.586000,-0.456200
2,63,2.39837900,29,719.064000,718.775000,-0.289000
2,63,2.39837900,30,860.997200,860.945800,-0.051400
2,64,2.42469400,1,35.117600,34.919500,-0.198100
2,64,2.42469400,2,43.208400,43.045700,-0.162700
2,64,2.42469400,3,70.542700,70.421800,-0.120900
2,64,2.42469400,4,280.563600,280.592300,0.028700
2,64,2.42469400,5,350.238200,350.172500,-0.065700
2,64,2.42469400,6,351.072300,350.955000,-0.117300
2,64,2.42469400,7,356.381900,356.182700,-0.199200
2,64,2.42469400,8,356.809900,356.840500,0.030600
2,64,2.42469400,9,367.662900,367.455600,-0.207300
2,64,2.42469400,10,393.914400,393.948800,0.034400
2,64,2.42469400,11,401.515100,401.264100,-0.251000
2,64,2.42469400,12,410.346600,410.214900,-0.131700
2,64,2.42469400,13,422.013100,422.116600,0.103500
2,64,2.42469400,14,424.175300,424.177200,0.001900
2,64,2.42469400,15,427.831400,427.797400,-0.034000
2,64,2.42469400,16,457.788900,457.832600,0.043700
2,64,2.42469400,17,506.065600,505.809900,-0.255700
2,64,2.42469400,18,539.183700,539.134000,-0.049700
2,64,2.42469400,19,546.292200,546.154600,-0.137600
2,64,2.42469400,20,550.553100,550.331600,-0.221500
2,64,2.42469400,21,558.244400,558.355100,0.110700
2,64,2.42469400,22,564.032000,564.068600,0.036600
2,64,2.42469400,23,583.937900,583.657500,-0.280400
2,64,2.42469400,24,605.625000,605.438100,-0.186900
2,64,2.42469400,25,618.094100,618.151500,0.057400
2,64,2.42469400,26,661.888300,661.774300,-0.114000
2,64,2.42469400,27,715.372100,715.093900,-0.278200
2,64,2.42469400,28,716.572200,716.081900,-0.490300
2,64,2.42469400,29,718.933700,718.621600,-0.312100
2,64,2.42469400,30,860.178700,860.128300,-0.050400
2,65,2.45100900,1,43.969500,43.722100,-0.247400
2,65,2.45100900,2,54.279300,54.085000,-0.194300
2,65,2.45100900,3,88.332300,88.179600,-0.152700
2,65,2.45100900,4,279.135800,279.161700,0.025900
2,65,2.45100900,5,345.660200,345.638400,-0.021800
2,65,2.45100900,6,348.845500,348.785000,-0.060500
2,65,2.45100900,7,355.265300,355.236700,-0.028600
2,65,2.45100900,8,356.222100,355.973100,-0.249000
2,65,2.45100900,9,367.131600,366.926400,-0.205200
2,65,2.45100900,10,394.180700,394.217100,0.036400
2,65,2.45100900,11,402.005200,401.702100,-0.303100
2,65,2.45100900,12,414.574400,414.396200,-0.178200
2,65,2.45100900,13,422.591500,422.546800,-0.044700
2,65,2.45100900,14,425.737500,425.909300,0.171800
2,65,2.45100900,15,429.684900,429.643900,-0.041000
2,65,2.45100900,16,458.777500,458.813000,0.035500
2,65,2.45100900,17,504.052300,503.814100,-0.238200
2,65,2.45100900,18,539.128900,539.002800,-0.126100
2,65,2.45100900,19,543.067400,542.908100,-0.159300
2,65,2.45100900,20,550.125000,549.892200,-0.232800
2,65,2.45100900,21,559.920600,560.053500,0.132900
2,65,2.45100900,22,561.935600,561.970500,0.034900
2,65,2.45100900,23,579.718300,579.405000,-0.313300
2,65,2.45100900,24,606.600600,606.441300,-0.159300
2,65,2.45100900,25,621.444300,621.534000,0.089700
2,65,2.45100900,26,662.012100,661.976400,-0.035700
2,65,2.45100900,27,715.479400,715.115100,-0.364300
2,65,2.45100900,28,717.321000,716.772000,-0.549000
2,65,2.45100900,29,718.796500,718.454100,-0.342400
2,65,2.45100900,30,859.127900,859.078500,-0.049400
2,66,2.47732300,1,52.775600,52.483800,-0.291800
2,66,2.47732300,2,65.208000,64.982000,-0.226000
2,66,2.47732300,3,105.980800,105.794900,-0.185900
2,66,2.47732300,4,277.444700,277.466500,0.021800
2,66,2.47732300,5,340.739100,340.736200,-0.002900
2,66,2.47732300,6,346.169200,346.170800,0.001600
2,66,2.47732300,7,353.692100,353.583700,-0.108400
2,66,2.47732300,8,356.192600,355.929000,-0.263600
2,66,2.47732300,9,366.471000,366.263800,-0.207200
2,66,2.47732300,10,394.122000,394.159900,0.037900
2,66,2.47732300,11,402.628800,402.273200,-0.355600
2,66,2.47732300,12,418.696600,418.463700,-0.232900
2,66,2.47732300,13,421.997000,421.946000,-0.051000
2,66,2.47732300,14,428.588000,428.786100,0.198100
2,66,2.47732300,15,432.310300,432.265900,-0.044400
2,66,2.47732300,16,460.071200,460.094100,0.022900
2,66,2.47732300,17,501.850900,501.627600,-0.223300
2,66,2.47732300,18,538.906600,538.715600,-0.191000
2,66,2.47732300,19,539.458000,539.267800,-0.190200
2,66,2.47732300,20,549.746700,549.510900,-0.235800
2,66,2.47732300,21,559.357800,559.385900,0.028100
2,66,2.47732300,22,561.714800,561.854300,0.139500
2,66,2.47732300,23,575.437700,575.100100,-0.337600
2,66,2.47732300,24,607.780800,607.654200,-0.126600
2,66,2.47732300,25,624.498100,624.615000,0.116900
2,66,2.47732300,26,662.079500,662.128600,0.049100
2,66,2.47732300,27,715.562800,715.110600,-0.452200
2,66,2.47732300,28,718.299600,717.687700,-0.611900
2,66,2.47732300,29,718.687700,718.296500,-0.391200
2,66,2.47732300,30,857.845900,857.797500,-0.048400
2,67,2.50363800,1,61.541000,61.210000,-0.331000
2,67,2.50363800,2,76.003100,75.746000,-0.257100
2,67,2.50363800,3,123.484700,123.263900,-0.220800
2,67,2.50363800,4,275.524300,275.540800,0.016500
2,67,2.50363800,5,335.663800,335.670600,0.006800
2,67,2.50363800,6,343.092900,343.148900,0.056000
2,67,2.50363800,7,352.155800,351.975600,-0.180200
2,67,2.50363800,8,356.202200,355.930700,-0.271500
2,67,2.50363800,9,365.682100,365.466800,-0.215300
2,67,2.50363800,10,393.778800,393.817300,0.038500
2,67,2.50363800,11,403.232800,402.825600,-0.407200
2,67,2.50363800,12,421.337300,421.297700,-0.039600
2,67,2.50363800,13,422.271800,421.979700,-0.292100
2,67,2.50363800,14,431.643000,431.846700,0.203700
2,67,2.50363800,15,435.889000,435.843400,-0.045600
2,67,2.50363800,16,461.727700,461.731100,0.003400
2,67,2.50363800,17,499.547900,499.337000,-0.210900
2,67,2.50363800,18,535.562600,535.369200,-0.193400
2,67,2.50363800,19,538.529500,538.253900,-0.275600
2,67,2.50363800,20,549.404600,549.171300,-0.233300
2,67,2.50363800,21,556.304000,556.317800,0.013800
2,67,2.50363800,22,563.575300,563.706500,0.131200
2,67,2.50363800,23,571.104400,570.752900,-0.351500
2,67,2.50363800,24,609.157300,609.067200,-0.090100
2,67,2.50363800,25,627.207400,627.346700,0.139300
2,67,2.50363800,26,662.046200,662.181100,0.134900
2,67,2.50363800,27,715.602600,715.062700,-0.539900
2,67,2.50363800,28,718.591000,718.177100,-0.413900
2,67,2.50363800,29,719.575800,718.858300,-0.717500
2,67,2.50363800,30,856.334300,856.286600,-0.047700
2,68,2.52995300,1,70.263800,69.900000,-0.363800
2,68,2.52995300,2,86.662100,86.375300,-0.286800
2,68,2.52995300,3,140.825200,140.567700,-0.257500
2,68,2.52995300,4,273.415600,273.425100,0.009500
2,68,2.52995300,5,330.513900,330.525800,0.011900
2,68,2.52995300,6,339.684100,339.779800,0.095700
2,68,2.52995300,7,350.692600,350.456200,-0.236400
2,68,2.52995300,8,356.225000,355.949900,-0.275100
2,68,2.52995300,9,364.769700,364.539400,-0.230300
2,68,2.52995300,10,393.184500,393.221700,0.037200
2,68,2.52995300,11,403.621800,403.168300,-0.453500
2,68,2.52995300,12,420.849600,420.821800,-0.027800
2,68,2.52995300,13,425.065900,424.717400,-0.348500
2,68,2.52995300,14,434.754900,434.956400,0.201500
2,68,2.52995300,15,440.411200,440.362800,-0.048400
2,68,2.52995300,16,463.810200,463.784000,-0.026200
2,68,2.52995300,17,497.217200,497.016600,-0.200600
2,68,2.52995300,18,531.545600,531.338400,-0.207200
2,68,2.52995300,19,537.949000,537.612400,-0.336600
2,68,2.52995300,20,549.085000,548.856800,-0.228200
2,68,2.52995300,21,552.793000,552.784200,-0.008800
2,68,2.52995300,22,565.448000,565.558300,0.110300
2,68,2.52995300,23,566.726800,566.372300,-0.354500
2,68,2.52995300,24,610.717900,610.666600,-0.051300
2,68,2.52995300,25,629.547500,629.704300,0.156800
2,68,2.52995300,26,661.867300,662.083400,0.216100
2,68,2.52995300,27,715.580100,714.957600,-0.622500
2,68,2.52995300,28,718.600600,718.122700,-0.477900
2,68,2.52995300,29,721.099800,720.305000,-0.794800
2,68,2.52995300,30,854.594800,854.547400,-0.047400
2,69,2.55626800,1,78.943000,78.550100,-0.392900
2,69,2.55626800,2,97.178300,96.863200,-0.315100
2,69,2.55626800,3,157.977100,157.680800,-0.296300
2,69,2.55626800,4,271.165100,271.166100,0.001000
2,69,2.55626800,5,325.335300,325.349500,0.014200
2,69,2.55626800,6,336.007000,336.127200,0.120200
2,69,2.55626800,7,349.313800,349.038400,-0.275400
2,69,2.55626800,8,356.258700,355.983000,-0.275700
2,69,2.55626800,9,363.742300,363.488100,-0.254200
2,69,2.55626800,10,392.373300,392.406300,0.033000
2,69,2.55626800,11,403.596800,403.109900,-0.486900
2,69,2.55626800,12,420.706100,420.680900,-0.025200
2,69,2.55626800,13,427.087400,426.688000,-0.399400
2,69,2.55626800,14,437.873300,438.066100,0.192800
2,69,2.55626800,15,445.626900,445.575000,-0.051900
2,69,2.55626800,16,466.375000,466.305800,-0.069200
2,69,2.55626800,17,494.920000,494.728400,-0.191600
2,69,2.55626800,18,527.500600,527.288000,-0.212600
2,69,2.55626800,19,537.182300,536.792900,-0.389400
2,69,2.55626800,20,548.771800,548.552200,-0.219600
2,69,2.55626800,21,548.872500,548.829500,-0.043000
2,69,2.55626800,22,562.311600,561.964300,-0.347300
2,69,2.55626800,23,567.282700,567.361600,0.078900
2,69,2.55626800,24,612.444100,612.432100,-0.012000
2,69,2.55626800,25,631.513800,631.683800,0.170000
2,69,2.55626800,26,661.502700,661.790500,0.287800
2,69,2.55626800,27,715.489800,714.793600,-0.696200
2,69,2.55626800,28,718.704400,718.150400,-0.554000
2,69,2.55626800,29,722.905300,722.036700,-0.868600
2,69,2.55626800,30,852.629700,852.581900,-0.047800
2,70,2.58258200,1,87.573500,87.158300,-0.415200
2,70,2.58258200,2,107.543200,107.201500,-0.341700
2,70,2.58258200,3,174.905100,174.568100,-0.337000
2,70,2.58258200,4,268.824400,268.815300,-0.009100
2,70,2.58258200,5,320.161800,320.176400,0.014600
2,70,2.58258200,6,332.111800,332.243400,0.131600
2,70,2.58258200,7,348.018300,347.720500,-0.297800
2,70,2.58258200,8,356.313100,356.040200,-0.272900
2,70,2.58258200,9,362.609800,362.322400,-0.287400
2,70,2.58258200,10,391.382200,391.407300,0.025100
2,70,2.58258200,11,403.026600,402.526000,-0.500600
2,70,2.58258200,12,421.016700,420.977700,-0.039000
2,70,2.58258200,13,428.414000,427.968100,-0.445900
2,70,2.58258200,14,440.968600,441.146700,0.178100
2,70,2.58258200,15,451.220900,451.168300,-0.052600
2,70,2.58258200,16,469.454200,469.327300,-0.126900
2,70,2.58258200,17,492.706300,492.523300,-0.183000
2,70,2.58258200,18,523.522000,523.313700,-0.208300
2,70,2.58258200,19,536.233200,535.800200,-0.433000
2,70,2.58258200,20,544.612200,544.536700,-0.075500
2,70,2.58258200,21,548.464100,548.244500,-0.219600
2,70,2.58258200,22,557.861900,557.528300,-0.333600
2,70,2.58258200,23,569.036600,569.078000,0.041400
2,70,2.58258200,24,614.309300,614.334500,0.025200
2,70,2.58258200,25,633.118300,633.297700,0.179400
2,70,2.58258200,26,660.921100,661.268000,0.346900
2,70,2.58258200,27,715.345600,714.584200,-0.761400
2,70,2.58258200,28,718.905400,718.264000,-0.641400
2,70,2.58258200,29,724.978900,724.046700,-0.932200
2,70,2.58258200,30,850.441800,850.392600,-0.049200
2,71,2.60889700,1,96.150300,95.718700,-0.431600
2,71,2.60889700,2,117.747600,117.381300,-0.366300
2,71,2.60889700,3,191.561400,191.181600,-0.379800
2,71,2.60889700,4,266.448200,266.427700,-0.020500
2,71,2.60889700,5,315.025700,315.039400,0.013700
2,71,2.60889700,6,328.036800,328.169200,0.132400
2,71,2.60889700,7,346.797100,346.492100,-0.305000
2,71,2.60889700,8,356.408700,356.141800,-0.266900
2,71,2.60889700,9,361.384900,361.053500,-0.331400
2,71,2.60889700,10,390.246800,390.260200,0.013400
2,71,2.60889700,11,401.909000,401.413400,-0.495600
2,71,2.60889700,12,421.778800,421.710700,-0.068100
2,71,2.60889700,13,429.091400,428.602500,-0.488900
2,71,2.60889700,14,444.017600,444.175300,0.157700
2,71,2.60889700,15,456.917600,456.867200,-0.050400
2,71,2.60889700,16,473.043900,472.846500,-0.197400
2,71,2.60889700,17,490.618100,490.443600,-0.174500
2,71,2.60889700,18,519.684500,519.492000,-0.192500
2,71,2.60889700,19,535.106200,534.638600,-0.467600
2,71,2.60889700,20,540.154800,540.041000,-0.113800
2,71,2.60889700,21,548.141400,547.922900,-0.218500
2,71,2.60889700,22,553.374900,553.056800,-0.318100
2,71,2.60889700,23,570.680700,570.681400,0.000700
2,71,2.60889700,24,616.277300,616.335100,0.057800
2,71,2.60889700,25,634.386400,634.571500,0.185100
2,71,2.60889700,26,660.104700,660.496300,0.391600
2,71,2.60889700,27,715.174200,714.354000,-0.820200
2,71,2.60889700,28,719.193100,718.458500,-0.734600
2,71,2.60889700,29,727.295700,726.312400,-0.983300
2,71,2.60889700,30,848.033900,847.982300,-0.051600
2,72,2.63521200,1,104.667700,104.225600,-0.442100
2,72,2.63521200,2,127.782600,127.393800,-0.388800
2,72,2.63521200,3,207.877500,207.453200,-0.424300
2,72,2.63521200,4,264.092700,264.059500,-0.033200
2,72,2.63521200,5,309.967000,309.978300,0.011300
2,72,2.63521200,6,323.810100,323.934600,0.124500
2,72,2.63521200,7,345.630800,345.333100,-0.297700
2,72,2.63521200,8,356.577700,356.320400,-0.257300
2,72,2.63521200,9,360.084200,359.697100,-0.387100
2,72,2.63521200,10,389.000500,388.998000,-0.002500
2,72,2.63521200,11,400.353300,399.874900,-0.478400
2,72,2.63521200,12,422.896400,422.790700,-0.105700
2,72,2.63521200,13,429.141000,428.611400,-0.529600
2,72,2.63521200,14,446.993100,447.125300,0.132200
2,72,2.63521200,15,462.463400,462.413700,-0.049700
2,72,2.63521200,16,477.095100,476.821500,-0.273600
2,72,2.63521200,17,488.693900,488.528100,-0.165800
2,72,2.63521200,18,516.041200,515.876600,-0.164600
2,72,2.63521200,19,533.804000,533.309600,-0.494400
2,72,2.63521200,20,535.692400,535.542000,-0.150400
2,72,2.63521200,21,547.799500,547.579400,-0.220100
2,72,2.63521200,22,548.846900,548.541200,-0.305700
2,72,2.63521200,23,572.199200,572.159500,-0.039700
2,72,2.63521200,24,618.302000,618.385200,0.083200
2,72,2.63521200,25,635.352000,635.539600,0.187600
2,72,2.63521200,26,659.049800,659.472400,0.422600
2,72,2.63521200,27,715.005200,714.130500,-0.874700
2,72,2.63521200,28,719.555400,718.727400,-0.828000
2,72,2.63521200,29,729.819400,728.798300,-1.021100
2,72,2.63521200,30,845.409800,845.354300,-0.055500
2,73,2.66152700,1,113.119300,112.672600,-0.446700
2,73,2.66152700,2,137.639800,137.230500,-0.409300
2,73,2.66152700,3,223.748000,223.278100,-0.469900
2,73,2.66152700,4,261.813900,261.767000,-0.046900
2,73,2.66152700,5,305.048400,305.055200,0.006800
2,73,2.66152700,6,319.456000,319.565300,0.109300
2,73,2.66152700,7,344.486700,344.209800,-0.276900
2,73,2.66152700,8,356.867500,356.623900,-0.243600
2,73,2.66152700,9,358.731800,358.276700,-0.455100
2,73,2.66152700,10,387.673100,387.650400,-0.022700
2,73,2.66152700,11,398.514700,398.059400,-0.455300
2,73,2.66152700,12,424.243800,424.098800,-0.145000
2,73,2.66152700,13,428.582900,428.013900,-0.569000
2,73,2.66152700,14,449.857800,449.959600,0.101800
2,73,2.66152700,15,467.585800,467.525600,-0.060200
2,73,2.66152700,16,481.496100,481.153600,-0.342500
2,73,2.66152700,17,486.976200,486.819400,-0.156800
2,73,2.66152700,18,512.635900,512.510300,-0.125600
2,73,2.66152700,19,531.503200,531.322400,-0.180800
2,73,2.66152700,20,532.326400,531.812100,-0.514300
2,73,2.66152700,21,544.280300,543.980300,-0.300000
2,73,2.66152700,22,547.433500,547.207900,-0.225600
2,73,2.66152700,23,573.590600,573.513300,-0.077300
2,73,2.66152700,24,620.329000,620.428500,0.099500
2,73,2.66152700,25,636.054100,636.240900,0.186800
2,73,2.66152700,26,657.767900,658.209300,0.441400
2,73,2.66152700,27,714.864000,713.938400,-0.925600
2,73,2.66152700,28,719.984300,719.067100,-0.917200
2,73,2.66152700,29,732.506000,731.460200,-1.045800
2,73,2.66152700,30,842.573600,842.512300,-0.061300
2,74,2.68784100,1,121.498100,121.052400,-0.445700
2,74,2.68784100,2,147.311100,146.883800,-0.427300
2,74,2.68784100,3,238.987900,238.474700,-0.513200
2,74,2.68784100,4,259.665800,259.604300,-0.061500
2,74,2.68784100,5,300.390200,300.387400,-0.002800
2,74,2.68784100,6,314.998300,315.086500,0.088200
2,74,2.68784100,7,343.313000,343.068900,-0.244100
2,74,2.68784100,8,357.312700,356.831100,-0.481600
2,74,2.68784100,9,357.399800,357.122300,-0.277500
2,74,2.68784100,10,386.290700,386.243900,-0.046800
2,74,2.68784100,11,396.546000,396.116000,-0.430000
2,74,2.68784100,12,425.707800,425.525700,-0.182100
2,74,2.68784100,13,427.445700,426.838100,-0.607600
2,74,2.68784100,14,452.555500,452.622500,0.067000
2,74,2.68784100,15,471.960400,471.869300,-0.091100
2,74,2.68784100,16,485.519700,485.373300,-0.146400
2,74,2.68784100,17,486.012600,485.622900,-0.389700
2,74,2.68784100,18,509.568600,509.488000,-0.080600
2,74,2.68784100,19,527.952000,527.753200,-0.198800
2,74,2.68784100,20,530.670500,530.141800,-0.528700
2,74,2.68784100,21,539.700000,539.391500,-0.308500
2,74,2.68784100,22,547.037400,546.803900,-0.233500
2,74,2.68784100,23,574.864800,574.754500,-0.110300
2,74,2.68784100,24,622.299000,622.404100,0.105100
2,74,2.68784100,25,636.534000,636.716900,0.182900
2,74,2.68784100,26,656.283800,656.733900,0.450100
2,74,2.68784100,27,714.769300,713.796300,-0.973000
2,74,2.68784100,28,720.477700,719.479100,-0.998600
2,74,2.68784100,29,735.308200,734.249500,-1.058700
2,74,2.68784100,30,839.529800,839.460900,-0.068900
2,75,2.71415600,1,129.795800,129.356600,-0.439200
2,75,2.71415600,2,156.790500,156.347500,-0.443000
2,75,2.71415600,3,253.209000,252.666100,-0.542900
2,75,2.71415600,4,257.698800,257.621400,-0.077400
2,75,2.71415600,5,296.283500,296.255200,-0.028300
2,75,2.71415600,6,310.464000,310.526300,0.062300
2,75,2.71415600,7,342.036100,341.833000,-0.203100
2,75,2.71415600,8,356.037900,355.422000,-0.615900
2,75,2.71415600,9,358.123200,357.917800,-0.205400
2,75,2.71415600,10,384.877800,384.803300,-0.074500
2,75,2.71415600,11,394.580100,394.175600,-0.404500
2,75,2.71415600,12,425.768600,425.123500,-0.645100
2,75,2.71415600,13,427.197900,426.982600,-0.215300
2,75,2.71415600,14,455.005300,455.033600,0.028300
2,75,2.71415600,15,475.168200,475.027100,-0.141100
2,75,2.71415600,16,484.406500,484.268900,-0.137600
2,75,2.71415600,17,490.144700,489.743400,-0.401300
2,75,2.71415600,18,507.200600,507.159600,-0.041000
2,75,2.71415600,19,525.430700,525.240100,-0.190600
2,75,2.71415600,20,528.831100,528.292400,-0.538700
2,75,2.71415600,21,535.183700,534.838900,-0.344800
2,75,2.71415600,22,546.608100,546.364300,-0.243800
2,75,2.71415600,23,576.041000,575.903500,-0.137500
2,75,2.71415600,24,624.151800,624.250900,0.099100
2,75,2.71415600,25,636.833400,637.009200,0.175800
2,75,2.71415600,26,654.634300,655.085400,0.451100
2,75,2.71415600,27,714.732000,713.715000,-1.017000
2,75,2.71415600,28,721.038900,719.970000,-1.068900
2,75,2.71415600,29,738.179400,737.118300,-1.061100
2,75,2.71415600,30,836.283600,836.204600,-0.079000
2,76,2.74047100,1,138.003200,137.575500,-0.427700
2,76,2.74047100,2,166.070700,165.614300,-0.456400
2,76,2.74047100,3,255.953900,255.861700,-0.092200
2,76,2.74047100,4,265.371400,264.855100,-0.516300
2,76,2.74047100,5,293.621000,293.506700,-0.114300
2,76,2.74047100,6,305.886500,305.919300,0.032800
2,76,2.74047100,7,340.563300,340.401700,-0.161600
2,76,2.74047100,8,354.834400,354.136000,-0.698400
2,76,2.74047100,9,359.338000,359.161200,-0.176800
2,76,2.74047100,10,383.462000,383.355700,-0.106300
2,76,2.74047100,11,392.726000,392.345400,-0.380600
2,76,2.74047100,12,423.601300,422.920400,-0.680900
2,76,2.74047100,13,428.640600,428.396700,-0.243900
2,76,2.74047100,14,457.099400,457.086800,-0.012600
2,76,2.74047100,15,476.646100,476.453500,-0.192600
2,76,2.74047100,16,483.741800,483.612700,-0.129100
2,76,2.74047100,17,493.023300,492.651200,-0.372100
2,76,2.74047100,18,506.403900,506.375500,-0.028400
2,76,2.74047100,19,524.103100,523.988500,-0.114600
2,76,2.74047100,20,526.802000,526.256500,-0.545500
2,76,2.74047100,21,531.029600,530.575000,-0.454600
2,76,2.74047100,22,546.142300,545.885900,-0.256400
2,76,2.74047100,23,577.143300,576.984900,-0.158400
2,76,2.74047100,24,625.831000,625.912400,0.081400
2,76,2.74047100,25,636.993300,637.158700,0.165400
2,76,2.74047100,26,652.866500,653.313000,0.446500
2,76,2.74047100,27,714.753800,713.696500,-1.057300
2,76,2.74047100,28,721.675500,720.550000,-1.125500
2,76,2.74047100,29,741.076100,740.021600,-1.054500
2,76,2.74047100,30,832.840900,832.749200,-0.091700
2,77,2.76678600,1,146.106700,145.695300,-0.411400
2,77,2.76678600,2,175.145100,174.677900,-0.467200
2,77,2.76678600,3,254.469500,254.360000,-0.109500
2,77,2.76678600,4,272.600800,272.280900,-0.319900
